campaign_id,open_rate,click_rate,conversion_rate,age,segment,engagement
39,0.1357143274984846,0.07371286526856496,0.28432401948400543,25,Returning Customer,1
18,0.623600729344458,0.17055093220497164,0.03862276863995307,29,New Customer,0
4,0.5591732938083804,0.11298615926462244,0.010321088314288351,60,VIP,0
25,0.6297400409791901,0.25386710017840836,0.12431088237196725,47,Returning Customer,1
14,0.7635815215442608,0.24325014637125875,0.05839020982735682,26,Returning Customer,0
50,0.6323669769882636,0.45173775353113854,0.05525895889897085,45,Returning Customer,0
9,0.5085024516624852,0.027022574247942924,0.08634588401284517,21,Returning Customer,0
26,0.6929816767706307,0.16674099256720404,0.07452168157405645,56,VIP,0
2,0.5549348295158987,0.30236236707857417,0.20543862064504592,34,VIP,1
20,0.3560892926194423,0.3063528633035423,0.05603319199082102,28,New Customer,1
28,0.71421482318133,0.2452618522169625,0.16293549155917755,19,VIP,1
47,0.21642534558827964,0.4096761149991705,0.2959279638430589,40,New Customer,0
7,0.5859809561815432,0.04073386399308481,0.12971472628688666,39,New Customer,1
44,0.7111725912055678,0.4095890051342666,0.19256193263863094,43,Returning Customer,0
8,0.5984873897774723,0.25242957781349473,0.2908115033189621,29,New Customer,0
47,0.5729565642903928,0.07554274058773106,0.041291699412409275,49,Returning Customer,1
35,0.6144787205538771,0.4439939376348341,0.12558210278791482,26,New Customer,1
14,0.39879143622548324,0.3281221019750721,0.25505772005857624,60,VIP,1
17,0.7056280116177696,0.09013738654382825,0.27969170482346395,22,Returning Customer,0
36,0.20257735635206842,0.026488364465523037,0.18037081738767152,43,New Customer,0
50,0.14553981200025445,0.07914372768299814,0.04302618076206701,24,VIP,0
40,0.2641315850888837,0.30831100048839283,0.2704414751842965,46,VIP,0
4,0.44868304758124483,0.09785515527742374,0.05233396985728277,50,Returning Customer,1
2,0.4329213465570036,0.12062390668876377,0.10586335449963556,41,Returning Customer,1
6,0.66544906825744,0.022318465620593947,0.11265239332867852,42,Returning Customer,0
42,0.35342649230301304,0.3642360293969158,0.1341874619617884,48,New Customer,0
4,0.4132583197186315,0.40707855588212416,0.23704974477928487,46,Returning Customer,1
29,0.06002576244454673,0.40045560661834034,0.24064331343074538,22,VIP,1
18,0.3573044273322043,0.07250839416849927,0.21589652198343426,55,VIP,0
26,0.5358306747127566,0.45261755242049206,0.006638602326474485,62,Returning Customer,1
44,0.06163124796994414,0.3394166264422992,0.16945353066514546,28,Returning Customer,0
34,0.2606614738896828,0.4497890249646636,0.22424788676441998,49,VIP,0
10,0.20596726946704247,0.22910864722002516,0.13338757201846282,25,New Customer,0
36,0.08148907168219117,0.2241078819310119,0.2834808136096189,37,VIP,0
14,0.4094450674359031,0.39442289415559867,0.2471431565641053,51,VIP,1
31,0.18629246992111737,0.05571594918360433,0.19144651964604922,64,VIP,1
48,0.6073111547235351,0.265228277951094,0.01872755510475401,59,Returning Customer,0
15,0.6859459128225114,0.41982827545930057,0.19570387427494146,25,New Customer,0
8,0.45918888700186083,0.41679435590409,0.27347388037566567,19,New Customer,0
14,0.7862805068908563,0.47850509960776083,0.11383361606428542,38,Returning Customer,0
23,0.3878589286029465,0.3521535708299678,0.2514397576816083,32,VIP,0
40,0.43502615766868663,0.11180760842546689,0.0939483428586537,23,Returning Customer,1
21,0.7919133154683127,0.019937354298344603,0.17103098746419082,22,Returning Customer,0
16,0.2236613269737866,0.24491374132727994,0.1945273255112347,20,New Customer,1
45,0.756909454757679,0.2617148941550522,0.20339851126766847,60,New Customer,0
18,0.08212816633933494,0.12772866640447642,0.26476479433930444,60,Returning Customer,0
47,0.3847901676973961,0.07110174909056556,0.07038668010188462,33,Returning Customer,0
24,0.10250263409979933,0.2972420014333494,0.0787108755866924,52,New Customer,0
26,0.5969260571852323,0.3844852802718292,0.21121229799322103,26,New Customer,1
25,0.5063067019100134,0.4966455107591787,0.053158143745211425,52,VIP,1
45,0.5799756976006973,0.38156828243315405,0.1392811214891881,36,Returning Customer,1
41,0.3308602999760127,0.3988798829852347,0.006010315223164542,60,VIP,0
29,0.32711145052353524,0.31206583033211077,0.042293801097034234,63,VIP,1
15,0.08398945922067096,0.4931021028953087,0.2036539155086584,51,VIP,0
45,0.31245870464722986,0.3235786287061395,0.22423848104452618,56,New Customer,0
1,0.7469663016965447,0.43152411033585514,0.034595709971363055,27,VIP,1
25,0.3344199028853367,0.4734344766580683,0.0683128651233591,27,New Customer,0
7,0.6735257796664775,0.46563066524527486,0.02967133396111533,37,New Customer,0
9,0.6817441285624506,0.1968935184538447,0.13002385317753504,18,New Customer,1
24,0.3299308672844254,0.048544408573986744,0.03783482122338998,23,Returning Customer,1
1,0.5239915102971419,0.09421811424423095,0.131188805150067,63,VIP,0
44,0.12152870170479398,0.03901941964433766,0.21962947674033947,19,New Customer,1
8,0.1277589355507074,0.061644498066278614,0.20501658994302524,55,Returning Customer,1
24,0.08649324774628499,0.10047911048791183,0.08413814605555356,50,Returning Customer,1
11,0.4857613200313321,0.17713621512782687,0.20212876477407973,20,Returning Customer,0
17,0.36955323321957273,0.27633442682178716,0.27831363926987307,53,New Customer,0
8,0.4610242674981801,0.35872420908399216,0.10425731612547465,30,New Customer,1
35,0.4408048928812909,0.11335439469219084,0.09873574610928197,52,New Customer,0
35,0.3126522433180477,0.3395359780766883,0.17143159544460523,32,Returning Customer,0
33,0.5581050611176047,0.3550869465061856,0.07365054330824154,62,New Customer,1
5,0.618876410687293,0.28372494506443285,0.1954736783940756,39,VIP,1
42,0.06097119415825679,0.4527727562013682,0.24967853120174427,60,New Customer,1
39,0.20543172482665872,0.06438745882168721,0.1377955515295896,21,New Customer,0
41,0.5849269010625027,0.09678951422518554,0.2038521974785147,34,VIP,0
28,0.33996512947537566,0.22004576395084757,0.1955656271648986,22,New Customer,0
7,0.5468629602062062,0.07208924026477705,0.011599668554276854,38,New Customer,0
9,0.3102219948009188,0.28748511042480285,0.055024888552732916,41,New Customer,1
8,0.3430663642472278,0.20521622863861796,0.26805900054543896,48,New Customer,1
12,0.16900915526726368,0.14945193932260004,0.2816676442095058,57,Returning Customer,1
34,0.24367326474962003,0.09329500837864226,0.2341318919733532,47,New Customer,1
33,0.5040588181306904,0.17431573679062307,0.2763744444983084,59,VIP,1
48,0.3748723334863748,0.30790008190784757,0.09184459527557244,24,VIP,0
23,0.6307270122084464,0.2921347533358117,0.07431329153371409,24,Returning Customer,1
24,0.6894387162037571,0.09017576010301456,0.11529005626815599,44,New Customer,0
37,0.45623481366256985,0.07121070726291037,0.016602599565135854,41,VIP,0
35,0.6187004690420443,0.02307161367834754,0.2429614857123983,36,Returning Customer,1
44,0.2801783848959275,0.01608854095902681,0.2952526455345232,58,New Customer,0
40,0.36122841155005864,0.44110711350264575,0.24720878773098293,51,Returning Customer,0
22,0.5845832571626233,0.03209353944264106,0.16649260045576444,39,New Customer,1
27,0.339658994612773,0.3682983438378907,0.08858459114488494,44,Returning Customer,0
35,0.4913787013692416,0.4372726971600289,0.05930936656307418,23,Returning Customer,1
1,0.1890295843118836,0.058048345795604216,0.10921886153899799,27,VIP,1
35,0.49982848622787346,0.22378769767817863,0.2000908588644619,62,VIP,0
37,0.6961352804201703,0.48152846175539554,0.13411846666224708,48,Returning Customer,0
47,0.7014797298675692,0.4187279436565567,0.28021794602534583,42,New Customer,1
14,0.5932583047471548,0.249954975610349,0.25626610288971974,19,New Customer,0
3,0.6093150343070945,0.3836598452678609,0.030720184788869686,27,New Customer,1
1,0.46844558386302554,0.4183550359715153,0.03945756716571299,27,New Customer,1
5,0.48850106762436857,0.18053321196247246,0.20287175559003326,43,New Customer,1
26,0.1502379360578885,0.44715492926628087,0.06923051699410629,22,VIP,1
14,0.38289439131597586,0.24053192664180684,0.23730896310352534,39,Returning Customer,1
39,0.38808221291477285,0.2686256081438267,0.17740744269790593,21,VIP,1
27,0.7688733767508051,0.4998567425326972,0.06894915832000499,51,New Customer,0
9,0.3733151469674671,0.42321845341455905,0.14360603924417734,24,Returning Customer,1
15,0.4620069836770682,0.18726730282876022,0.12182288771011,34,New Customer,0
15,0.4499385494593268,0.015069342271622974,0.2619478077568214,28,New Customer,0
26,0.5275712877832454,0.3168252961590084,0.00964874249311508,25,Returning Customer,0
42,0.6111746234989219,0.3549175788027728,0.26875316714003694,45,New Customer,1
13,0.21878140712815408,0.328893318170256,0.195624804863923,61,VIP,1
32,0.44654331432382677,0.4842525520699744,0.22126145626451363,50,VIP,0
39,0.6694382804870229,0.4328558033927507,0.0007822390177901206,42,VIP,1
49,0.3973360353781336,0.2299275296585178,0.1884718302111697,38,New Customer,0
32,0.25884315978017974,0.04080016886146667,0.1765458491133078,29,VIP,1
4,0.5410318065172244,0.24326879705597848,0.16116166691588996,43,New Customer,1
30,0.6678255468493423,0.3477295697813913,0.23576005701176547,46,New Customer,1
37,0.09735521969554349,0.3077778060312323,0.16676132891895157,55,VIP,0
23,0.6325928625554204,0.2736871631783336,0.2571291568679573,52,VIP,0
39,0.6662359497213284,0.23972128942746826,0.0697894459228915,54,New Customer,0
45,0.3961421956914551,0.1539433177834193,0.24179477669150995,63,New Customer,1
15,0.7874792426138506,0.14589991324506835,0.05379383184744172,61,New Customer,1
43,0.6400312555304819,0.2551134246736429,0.24393533759069397,62,New Customer,0
29,0.6302469236717494,0.088695541750528,0.2821390556485703,62,VIP,0
36,0.6108789308090539,0.17693585755165278,0.10070824269311522,46,New Customer,0
13,0.1629560774137055,0.16874984460794878,0.15896589419405663,41,New Customer,1
32,0.2129231648397581,0.29769507277625845,0.1974987068769443,32,New Customer,0
7,0.39799259859831876,0.04267432717788205,0.023841499756348382,23,New Customer,1
22,0.24800326246959942,0.4165376533298966,0.14822421546123607,49,New Customer,1
28,0.3614307292505303,0.28556540638835703,0.10817549297647401,61,Returning Customer,0
2,0.7163480824421906,0.3387050735802083,0.2617366893753924,51,Returning Customer,1
42,0.668245168909452,0.3545160128421221,0.26300385561249784,53,Returning Customer,1
45,0.5225299088599867,0.15282722705284288,0.21023386186417103,37,VIP,1
6,0.6935902956883278,0.2404820680185846,0.1967173423777495,29,New Customer,1
28,0.6378292917629369,0.47856051837613695,0.22010653778275704,52,VIP,0
28,0.37173869888066785,0.3856855666184393,0.10979607030084211,55,New Customer,1
44,0.20079886403745884,0.4850828688593608,0.12135577402518763,34,Returning Customer,0
44,0.43565078000700436,0.37566462912168125,0.1661114168666116,44,New Customer,1
20,0.6021716618964126,0.09604406845717352,0.2814084382093402,34,VIP,0
30,0.3773146990471948,0.04162258308389136,0.21719996223586877,28,VIP,1
11,0.5500789323379229,0.2930541039926352,0.165296773348867,56,New Customer,0
28,0.12074556971828272,0.1853285070542787,0.23112390446901435,19,VIP,1
25,0.6110035522785526,0.1449743759677034,0.11126709367152751,19,Returning Customer,0
39,0.6595352149197966,0.4055333882484546,0.21914001034331118,46,New Customer,0
33,0.5801283918354059,0.1898267008701542,0.1232028744848101,62,Returning Customer,0
1,0.7754476906447743,0.16533047516980892,0.08389842210449583,41,Returning Customer,1
27,0.6699890430954804,0.4264939206528151,0.18291721425668775,41,VIP,1
13,0.7273202959074038,0.42468079487836546,0.20606326789505533,33,New Customer,0
41,0.7501783125932361,0.18461965249997775,0.13778806835386925,48,Returning Customer,1
3,0.6510109939053564,0.41792436348312345,0.16965021940665045,60,Returning Customer,0
39,0.5556941315048743,0.42688146026300366,0.20821982245678705,26,New Customer,0
6,0.05428893602059197,0.21772596216453646,0.23031301546725283,44,VIP,1
8,0.3993693149173435,0.04257183380249407,0.26867144372492285,58,Returning Customer,1
27,0.47837172396677075,0.01077647578850665,0.10636326187929844,31,New Customer,1
9,0.27802270433599974,0.26641330681560754,0.28544317585577805,62,New Customer,1
37,0.28857833517760406,0.1785969917514743,0.19118394303692626,42,Returning Customer,1
33,0.7708695617826239,0.49859462813759936,0.23631056480968432,60,Returning Customer,1
42,0.7187831489020595,0.38848138981736924,0.20993071304443148,61,Returning Customer,0
44,0.6868842541262782,0.3830249736117021,0.06167151760452198,39,VIP,0
24,0.3545088512795829,0.4780689564607984,0.021431514902648496,52,VIP,0
15,0.06027391280668591,0.4449849549677272,0.21788593920543606,50,New Customer,1
32,0.11016668484178556,0.16591186493363047,0.15331580033837294,44,New Customer,0
32,0.28414727616320273,0.09133373858589941,0.21066401052249736,57,Returning Customer,1
24,0.06180718474675774,0.3754872098820863,0.14305284117463793,43,New Customer,1
41,0.06286233643639859,0.19535420790460778,0.0936703561249512,36,VIP,1
49,0.7374524762318083,0.24185459929916867,0.08550537277787047,62,New Customer,0
49,0.5796188765892906,0.31889488832466517,0.21915963926099827,56,New Customer,0
12,0.2817169925511145,0.45485761169826794,0.08303402443973242,62,Returning Customer,1
39,0.1494834332007149,0.21535299929877333,0.21440306127762626,43,Returning Customer,0
2,0.4337267884213078,0.3938252762074871,0.11518803789521355,23,VIP,1
3,0.054009620640773345,0.14148649772458216,0.23126952129564074,20,New Customer,1
49,0.753810307893608,0.3520061775525707,0.04284297773480088,23,New Customer,0
37,0.36111133954171043,0.010773916328176815,0.06149398296130366,45,New Customer,1
49,0.35175121642799956,0.43703853461041103,0.20577348171604906,20,Returning Customer,1
17,0.34294520568633663,0.024885994177686624,0.16806933605947877,30,VIP,1
49,0.10199624779082357,0.35924933983366625,0.06116350278647976,30,New Customer,1
2,0.52874167984387,0.032666512738029105,0.2708481035180465,30,New Customer,0
2,0.5997527147212651,0.14046039270306168,0.08278324422379388,18,New Customer,0
28,0.5570940481912178,0.253629177742711,0.12632141945809014,57,New Customer,1
23,0.15382661999704572,0.2157699558206367,0.060686382561761384,54,VIP,1
37,0.4841301260266944,0.10399969615449517,0.11640828550245426,48,VIP,1
32,0.47711336312919034,0.17356930673752632,0.14749402503344225,34,VIP,0
33,0.7013080909560365,0.3665761213298739,0.08857411635387573,26,Returning Customer,0
1,0.33434574378173526,0.33793597536402764,0.230728101958945,62,New Customer,0
19,0.32861445774457565,0.045189146044318694,0.11817989359387412,30,New Customer,0
2,0.5138952940386392,0.3761847545307143,0.2188529999876301,54,New Customer,0
44,0.5248044901246348,0.03599248178654389,0.062121652617073,31,New Customer,1
26,0.40196392049434276,0.27603393065889437,0.1131106490379536,28,VIP,0
32,0.3822945217478158,0.13743074654067342,0.002417486668660551,42,Returning Customer,0
6,0.420610752978412,0.29796816250431124,0.2275912751741135,48,Returning Customer,1
32,0.695783974627484,0.13805091401104191,0.18776599329914523,31,New Customer,0
4,0.3958751759404325,0.4926294051166572,0.24534699747613684,24,VIP,1
11,0.7549488439773668,0.16176681002649063,0.13668323643081398,41,Returning Customer,1
17,0.4280028226972445,0.12856071148050305,0.23992219311385174,53,Returning Customer,0
38,0.7619005198856685,0.14644799254851953,0.1942747632812935,59,New Customer,0
24,0.6746239264018068,0.44927170005705475,0.0010838797602715998,59,Returning Customer,0
5,0.3218234919618718,0.32174722604797895,0.07610828852655357,64,New Customer,0
34,0.697731065972462,0.3680352077361805,0.1481674056618744,61,VIP,1
6,0.13254746315083643,0.4598251499462317,0.18560620491359137,58,New Customer,1
22,0.7437853815072609,0.45681751757405364,0.019677259399391144,20,Returning Customer,0
11,0.5237326363121687,0.3720834648235765,0.2115239784551375,64,New Customer,1
48,0.09079306139173339,0.10693397013224822,0.16306082929417795,61,New Customer,1
16,0.5331925427381087,0.4232529271307527,0.15773379204548568,43,New Customer,1
33,0.7806857406085671,0.10985025675362121,0.08761366742937453,64,New Customer,0
9,0.1023504909609717,0.3740204189082317,0.17844692984717306,43,New Customer,1
6,0.46601578233506474,0.3459455026069884,0.008247866889532395,18,New Customer,1
16,0.6108457623195294,0.3818555365688188,0.019410099151196545,32,Returning Customer,1
29,0.6576939400246485,0.2710159835497697,0.22016102616385244,28,New Customer,0
3,0.36037059899059687,0.3229758293021176,0.09656740276018917,54,Returning Customer,1
20,0.20312491937618227,0.4771268394127851,0.10409012268734515,24,New Customer,1
36,0.08175670907928788,0.0595334111453653,0.06251556097693554,29,VIP,1
19,0.48479461782291855,0.1613351646429938,0.13368620762997965,55,New Customer,1
26,0.3896833027007081,0.30956493641820737,0.015598029423390091,20,Returning Customer,1
3,0.7615582963622833,0.48238652376442975,0.0901089670713341,59,Returning Customer,1
19,0.09545368078618234,0.056831479354674565,0.15813717653330925,43,VIP,1
20,0.5640465075845044,0.021049118549742347,0.1396895764677411,47,New Customer,0
32,0.06872466659004288,0.037317303250460725,0.29990089293691014,49,VIP,0
7,0.17857563253290704,0.03567878636598742,0.116629395635073,53,New Customer,0
41,0.3901842499421256,0.45482977031092814,0.11609971777629266,62,New Customer,0
33,0.39115433210215117,0.3634163748875741,0.1510745332243381,54,Returning Customer,0
40,0.564275407200233,0.34178211943617637,0.05709093308136894,35,VIP,0
39,0.7326597761508176,0.2660606819282867,0.26289132688774736,18,VIP,1
18,0.5292741191861906,0.3931567823163544,0.17168033665933455,38,Returning Customer,0
40,0.7651513233886317,0.08626751645317948,0.057632291759826725,45,Returning Customer,0
1,0.7112117299084982,0.20205118299633432,0.2380324774116397,33,VIP,0
11,0.48837484664809266,0.2501020828745283,0.010299651342855974,45,Returning Customer,0
28,0.6753439631891205,0.06410065386159586,0.29476926017562816,39,New Customer,1
25,0.5319332077427256,0.2155617175753833,0.25954480043141137,36,VIP,1
50,0.10891837319279536,0.16508587183868398,0.17389183666020594,18,VIP,1
23,0.6054235424446325,0.027435251438796694,0.03338869882711994,48,Returning Customer,1
31,0.12118133095050966,0.07700034733732526,0.06458183198690143,59,New Customer,0
30,0.4955620854272843,0.38437804335206116,0.08383055109406894,51,VIP,1
42,0.5769801543936717,0.018838575657275786,0.07230952137108329,63,VIP,0
35,0.09989570615814143,0.46778411655721697,0.1492560031360337,57,New Customer,1
7,0.2230959904448988,0.05234806989914634,0.2833681110801443,23,Returning Customer,0
16,0.7367541741962375,0.4016266661596945,0.13325177543034314,45,Returning Customer,0
26,0.5122358691746723,0.4503221050623007,0.19846937045202165,20,Returning Customer,1
48,0.23471451410789868,0.4711564365767191,0.20657496179364696,48,Returning Customer,1
49,0.568009828361005,0.43506374151302657,0.2614742175763448,33,New Customer,1
2,0.4975823149712672,0.15089951931846718,0.010146386271455777,34,New Customer,1
1,0.42618177493846127,0.17321269435585374,0.12129901780426265,61,VIP,1
48,0.7821402312410628,0.21900739231893723,0.2354205342258298,44,VIP,1
12,0.5625903330556317,0.0782553778094794,0.24446010448963384,41,New Customer,1
5,0.3315808322509345,0.020913502982939692,0.27819978455220334,37,VIP,0
37,0.6500550740576511,0.43586959099770695,0.21083830794540068,49,New Customer,1
32,0.7134374696908908,0.2815230709431236,0.07354618383142304,52,Returning Customer,0
9,0.14391541963762355,0.308274241667326,0.15169972292531345,30,New Customer,0
41,0.20041473338394988,0.4642243526607197,0.00970358637566927,60,New Customer,1
35,0.2121702568458348,0.3359088872756717,0.19407850232947405,37,VIP,0
19,0.5684088570399053,0.34851821712650854,0.16628856345262702,19,New Customer,1
48,0.5022796662899626,0.3956146377340037,0.20005088422838793,21,Returning Customer,0
16,0.5142436735239412,0.06701074043012785,0.2790421660162786,44,Returning Customer,1
3,0.7555799747671258,0.18647945507475785,0.20618298351612946,42,VIP,1
20,0.6319336496054795,0.48442188457464946,0.09613497911242837,21,VIP,1
24,0.14595269338383737,0.4622357382692972,0.059620999161047024,49,New Customer,1
33,0.31063031181888573,0.4431968951919905,0.2563908620455964,34,VIP,1
24,0.37654523463180173,0.23152337006609652,0.05829964298212817,18,Returning Customer,0
11,0.34697119156070366,0.4300245472575348,0.04848287417860917,50,VIP,1
49,0.5519814568714094,0.033713982153425144,0.06198362420429274,47,VIP,1
8,0.718919827442422,0.08277353788598754,0.15265225443915204,22,Returning Customer,0
36,0.279538597642091,0.21284417225718652,0.03725623294783705,29,New Customer,1
38,0.4639078523158892,0.24686211267424196,0.2814354991790107,55,New Customer,0
40,0.6420570664351892,0.13911850522521987,0.28987611217202686,49,VIP,1
20,0.362163544134012,0.18467356871541585,0.29214055598489963,55,Returning Customer,0
35,0.17608859629947188,0.08976028950243069,0.01173744144591594,34,Returning Customer,1
48,0.4062132239478112,0.24967567554079453,0.2838592579440095,62,Returning Customer,1
25,0.09141689055727135,0.398983213505252,0.29922447978522754,57,New Customer,0
35,0.7567875905017076,0.3340665928940398,0.28272873280364613,49,Returning Customer,0
25,0.10611590389622978,0.06281820120911522,0.2012816717288118,41,Returning Customer,0
29,0.3788425364379336,0.24891498566439088,0.21036904572255025,29,New Customer,0
18,0.4474109458163946,0.3518467275620652,0.03667588196203429,64,Returning Customer,0
46,0.7889778742154642,0.2696486953114312,0.26228912312248875,48,New Customer,1
18,0.17451636773214557,0.201921042302419,0.01789187538863145,36,VIP,1
2,0.1358236389592689,0.3147380664291003,0.09531916398529193,46,VIP,0
35,0.05652961029690769,0.484632945997135,0.2973454935444561,38,VIP,0
16,0.16667857765197674,0.05650487578537822,0.12669836373089857,43,VIP,0
41,0.20545473430075073,0.20110786976630474,0.03934686718957762,45,VIP,1
36,0.5229357061873192,0.20923686799258687,0.290788398614724,34,New Customer,1
33,0.21478009279355031,0.2927139821295018,0.29524189411252083,26,New Customer,0
4,0.06539061104699391,0.08456555492213975,0.056112805571614306,38,New Customer,1
33,0.6699637591268666,0.09655508463653006,0.25944114262205126,51,Returning Customer,0
14,0.32419677575297506,0.1498270791389488,0.11712699785816752,28,VIP,1
21,0.3152725149355505,0.4783763212015746,0.11441053934601433,37,Returning Customer,0
48,0.27685927187594495,0.3697132048031423,0.07880928956907049,64,Returning Customer,0
20,0.7815299578598157,0.3342297178288366,0.013413082366468954,56,Returning Customer,1
8,0.17758656298196113,0.41030926682318847,0.08040269510556705,33,VIP,1
7,0.7236785479649264,0.07251246976917954,0.016133071599915606,46,Returning Customer,0
3,0.632602499104916,0.4310730816646383,0.27731161390798903,18,VIP,0
17,0.10735996662448481,0.30146802980487697,0.19851620171781853,35,VIP,1
33,0.7900468261256366,0.17431121365487837,0.26598679500491745,39,VIP,0
48,0.2535244726542579,0.4097690753153883,0.21518720444117118,25,Returning Customer,0
12,0.12393719526680926,0.4032566218308258,0.03938606132479178,24,VIP,0
22,0.6719856755943197,0.4243972050411963,0.28217446102058935,42,VIP,0
22,0.5800066502582749,0.06660377105242125,0.2699679160898301,47,New Customer,0
46,0.5129141044084257,0.48498701004793027,0.1044228233703107,51,Returning Customer,0
30,0.16698564777419989,0.48021681535696825,0.03346000210550295,61,New Customer,1
38,0.4088720871919714,0.18516012629585335,0.21124642523666212,58,New Customer,1
38,0.6354170201654104,0.04228806892384063,0.21850839082101675,28,Returning Customer,0
45,0.2777179536078802,0.09185727803970499,0.26904871345221215,32,New Customer,0
8,0.2837673713862811,0.49648710446790156,0.015796727835323977,52,VIP,1
27,0.05235567953609159,0.2858763421541149,0.04251115140821155,40,New Customer,0
27,0.18068255123403465,0.18474468142476552,0.1794746378637547,62,New Customer,1
34,0.7065542188413758,0.15121931998651902,0.18573946526102475,38,VIP,1
21,0.38130986872828027,0.1359259503023643,0.010082898694501885,45,New Customer,0
30,0.7881758744258255,0.3354348548766962,0.11907961531849752,30,VIP,0
33,0.3467809726803444,0.21550003744464613,0.17524851938281472,51,Returning Customer,0
28,0.586389841085181,0.48305124269061966,0.22137339994552016,55,New Customer,1
47,0.26143928217854684,0.3450830850162271,0.09484520753349857,23,Returning Customer,1
33,0.3228572308557001,0.398101849613991,0.14517104790655241,61,New Customer,0
5,0.19304449069317098,0.15344335880574836,0.24421646169360275,21,VIP,0
48,0.3102967763745462,0.048801340463226664,0.2861685191693221,22,New Customer,0
19,0.46042814031548235,0.2490331903171217,0.06909440261695365,57,Returning Customer,1
4,0.7938296607344371,0.16414495780765137,0.07591266174596886,23,VIP,0
35,0.5481512848038392,0.10902075085388259,0.28194545623016265,38,VIP,1
49,0.19943446580623553,0.47679464409242206,0.11877334522880506,45,Returning Customer,0
17,0.08372108119366335,0.22755422502759484,0.21550449735622282,20,Returning Customer,0
44,0.14476736098588294,0.09560721010390495,0.18367956861896287,40,New Customer,1
28,0.47191640095478554,0.10733881981375816,0.08567630393821689,25,New Customer,1
30,0.6238702466125747,0.14754777380765108,0.1960686665874075,36,VIP,1
29,0.7553144054755603,0.49966497141295924,0.19666977028709198,28,Returning Customer,1
46,0.061867378997615616,0.1413256352546027,0.17773295562272287,27,Returning Customer,1
6,0.44207010617140235,0.1711128842434423,0.029898247454853866,45,New Customer,1
35,0.40315051716738254,0.3330707827121607,0.2985515467122113,37,New Customer,0
41,0.542041266481778,0.15404107444104617,0.12012493835124821,61,VIP,1
